No,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,Date_Time,Age_Bin,Day,Part_of_day,PROMO
684,chinese,female,moderate,42,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,2015-11-29 03:24:52,40-43,Sunday,Early Morning,NO
685,foreigner,male,fat,50,no,no_kids,big,white,formal,green,short_sleeve,black,short,clothes,3,8,no,2015-11-29 03:36:20,48-51,Sunday,Early Morning,NO
686,chinese,male,fat,38,no,no_kids,big,pink,casual,yellow,short_sleeve,black,short,blankets,5,8,no,2015-11-29 03:36:20,36-39,Sunday,Early Morning,YES
687,chinese,female,moderate,42,yes,toddler,big,white,casual,white,short_sleeve,red,short,blankets,6,7,no,2015-11-29 03:36:20,40-43,Sunday,Early Morning,NO
688,chinese,female,moderate,42,yes,baby,big,white,casual,white,short_sleeve,red,short,blankets,6,10,no,2015-11-29 03:36:20,40-43,Sunday,Early Morning,NO
689,chinese,female,moderate,47,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,10,no,2015-11-29 03:47:21,44-47,Sunday,Early Morning,NO
690,chinese,female,moderate,54,yes,toddler,big,pink,casual,white,short_sleeve,red,short,blankets,3,10,no,2015-11-29 03:47:21,52-55,Sunday,Early Morning,YES
691,indian,female,moderate,39,yes,toddler,big,orange,casual,purple,short_sleeve,purple,short,clothes,6,10,no,2015-11-29 03:47:21,36-39,Sunday,Early Morning,YES
692,chinese,female,moderate,44,yes,baby,big,blue,formal,orange,short_sleeve,red,short,blankets,6,10,no,2015-11-29 03:47:21,44-47,Sunday,Early Morning,YES
693,chinese,female,moderate,52,yes,baby,big,black,formal,pink,short_sleeve,red,short,blankets,6,10,no,2015-11-29 04:01:54,52-55,Sunday,Early Morning,YES
694,chinese,female,moderate,36,yes,baby,big,orange,formal,purple,short_sleeve,red,short,blankets,3,9,no,2015-11-29 04:01:54,36-39,Sunday,Early Morning,YES
695,chinese,female,moderate,35,yes,baby,big,red,formal,orange,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:01:54,32-35,Sunday,Early Morning,NO
696,malay,female,moderate,45,yes,baby,big,red,formal,pink,short_sleeve,blue,short,blankets,5,8,no,2015-11-29 04:01:54,44-47,Sunday,Early Morning,YES
697,chinese,female,moderate,47,yes,baby,big,grey,formal,purple,short_sleeve,white,short,blankets,4,10,no,2015-11-29 04:02:14,44-47,Sunday,Early Morning,YES
698,chinese,female,moderate,39,yes,toddler,big,black,casual,orange,short_sleeve,black,short,blankets,3,10,no,2015-11-29 04:02:14,36-39,Sunday,Early Morning,YES
699,chinese,female,moderate,46,yes,baby,big,black,formal,pink,short_sleeve,pink,long,blankets,4,7,yes,2015-11-29 04:02:14,44-47,Sunday,Early Morning,YES
700,malay,female,fat,45,no,no_kids,big,black,casual,orange,long sleeve,white,long,clothes,5,9,no,2015-11-29 04:02:14,44-47,Sunday,Early Morning,NO
701,chinese,male,fat,53,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,3,8,yes,2015-11-29 04:02:14,52-55,Sunday,Early Morning,NO
702,chinese,female,moderate,29,no,no_kids,big,white,casual,pink,short_sleeve,blue,short,clothes,4,10,no,2015-11-29 04:02:14,28-31,Sunday,Early Morning,NO
703,indian,female,fat,43,no,no_kids,small,white,traditional,red,short_sleeve,black,long,clothes,5,10,no,2015-11-29 04:02:14,40-43,Sunday,Early Morning,YES
704,indian,female,fat,47,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,8,no,2015-11-29 04:02:14,44-47,Sunday,Early Morning,YES
705,indian,female,fat,49,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,6,7,no,2015-11-29 04:03:48,48-51,Sunday,Early Morning,NO
706,indian,female,moderate,39,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,7,no,2015-11-29 04:03:48,36-39,Sunday,Early Morning,NO
707,indian,female,fat,29,no,no_kids,big,pink,traditional,white,short_sleeve,white,long,clothes,4,9,no,2015-11-29 04:03:48,28-31,Sunday,Early Morning,YES
708,chinese,female,moderate,34,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:03:48,32-35,Sunday,Early Morning,NO
709,chinese,female,moderate,48,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,10,no,2015-11-29 04:03:48,48-51,Sunday,Early Morning,NO
710,indian,female,fat,36,yes,young,small,red,traditional,brown,short_sleeve,blue,long,clothes,5,8,no,2015-11-29 04:03:48,36-39,Sunday,Early Morning,YES
711,indian,female,moderate,39,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,10,no,2015-11-29 04:03:48,36-39,Sunday,Early Morning,NO
712,indian,female,moderate,42,yes,young,big,red,casual,white,short_sleeve,purple,short,clothes,3,8,no,2015-11-29 04:03:48,40-43,Sunday,Early Morning,NO
713,indian,female,fat,40,yes,young,small,white,traditional,brown,short_sleeve,blue,long,clothes,5,9,no,2015-11-29 04:03:48,40-43,Sunday,Early Morning,YES
714,indian,female,fat,37,yes,young,big,black,casual,black,short_sleeve,black,short,clothes,5,9,yes,2015-11-29 04:03:48,36-39,Sunday,Early Morning,NO
715,foreigner,female,moderate,31,yes,young,big,blue,casual,pink,long sleeve,black,long,clothes,6,10,no,2015-11-29 04:03:48,28-31,Sunday,Early Morning,NO
716,chinese,male,moderate,28,no,no_kids,big,red,casual,yellow,short_sleeve,black,long,clothes,6,8,yes,2015-11-29 04:03:48,28-31,Sunday,Early Morning,NO
717,foreigner,male,fat,46,no,no_kids,big,red,formal,blue,long sleeve,black,long,blankets,4,9,no,2015-11-29 04:04:37,44-47,Sunday,Early Morning,NO
718,foreigner,male,fat,30,no,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,9,no,2015-11-29 04:04:37,28-31,Sunday,Early Morning,NO
719,chinese,male,fat,53,no,no_kids,big,blue,casual,orange,short_sleeve,black,long,clothes,6,10,yes,2015-11-29 04:04:37,52-55,Sunday,Early Morning,NO
720,foreigner,male,moderate,55,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,5,8,no,2015-11-29 04:04:37,52-55,Sunday,Early Morning,NO
721,foreigner,male,fat,51,no,no_kids,big,white,traditional,grey,long sleeve,grey,long,clothes,4,7,no,2015-11-29 04:04:37,48-51,Sunday,Early Morning,YES
722,indian,male,fat,39,yes,toddler,big,white,formal,white,short_sleeve,grey,long,clothes,4,10,no,2015-11-29 04:04:37,36-39,Sunday,Early Morning,NO
723,indian,male,fat,45,yes,young,big,purple,casual,red,short_sleeve,black,long,blankets,6,10,yes,2015-11-29 04:04:37,44-47,Sunday,Early Morning,NO
724,chinese,male,moderate,45,no,no_kids,big,red,casual,white,short_sleeve,blue,short,clothes,3,10,yes,2015-11-29 04:04:37,44-47,Sunday,Early Morning,NO
725,foreigner,male,fat,32,no,no_kids,big,red,casual,white,short_sleeve,black,long,blankets,4,7,no,2015-11-29 04:04:37,32-35,Sunday,Early Morning,NO
726,indian,female,fat,37,no,no_kids,big,white,formal,blue,long sleeve,black,long,blankets,4,8,yes,2015-11-29 04:04:37,36-39,Sunday,Early Morning,NO
727,malay,female,moderate,54,yes,young,big,brown,traditional,blue,long sleeve,blue,long,clothes,3,7,yes,2015-11-29 04:05:42,52-55,Sunday,Early Morning,NO
728,chinese,female,moderate,35,no,no_kids,big,white,casual,red,short_sleeve,grey,long,clothes,5,10,no,2015-11-29 04:05:42,32-35,Sunday,Early Morning,NO
729,indian,female,moderate,28,no,no_kids,big,red,casual,brown,long sleeve,black,long,blankets,3,7,yes,2015-11-29 04:05:42,28-31,Sunday,Early Morning,NO
730,chinese,male,fat,38,no,no_kids,big,pink,casual,yellow,short_sleeve,black,long,clothes,5,7,no,2015-11-29 04:05:59,36-39,Sunday,Early Morning,YES
731,chinese,female,fat,52,no,no_kids,big,blue,casual,grey,long sleeve,blue,long,clothes,4,8,no,2015-11-29 04:05:59,52-55,Sunday,Early Morning,NO
732,indian,male,fat,35,no,no_kids,big,pink,casual,grey,short_sleeve,blue,long,clothes,5,8,no,2015-11-29 04:05:59,32-35,Sunday,Early Morning,NO
733,indian,male,fat,47,no,no_kids,big,pink,casual,white,short_sleeve,white,short,clothes,5,7,no,2015-11-29 04:05:59,44-47,Sunday,Early Morning,NO
734,indian,male,moderate,35,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,6,7,no,2015-11-29 04:05:59,32-35,Sunday,Early Morning,NO
735,foreigner,female,moderate,37,no,no_kids,big,black,casual,brown,long sleeve,black,long,blankets,3,7,yes,2015-11-29 04:06:04,36-39,Sunday,Early Morning,NO
736,chinese,male,moderate,54,no,no_kids,big,red,casual,orange,short_sleeve,blue,long,clothes,4,8,no,2015-11-29 04:06:04,52-55,Sunday,Early Morning,NO
737,indian,male,moderate,54,no,no_kids,big,red,formal,blue,long sleeve,black,long,clothes,3,8,no,2015-11-29 04:06:04,52-55,Sunday,Early Morning,NO
738,indian,male,moderate,43,no,no_kids,big,green,casual,green,short_sleeve,brown,long,clothes,6,9,no,2015-11-29 04:06:04,40-43,Sunday,Early Morning,NO
739,indian,male,fat,50,no,no_kids,big,white,casual,orange,short_sleeve,grey,short,clothes,3,9,no,2015-11-29 04:06:04,48-51,Sunday,Early Morning,YES
740,indian,male,fat,42,no,no_kids,big,green,formal,blue,short_sleeve,black,short,clothes,4,10,no,2015-11-29 04:06:04,40-43,Sunday,Early Morning,NO
741,indian,male,fat,53,no,no_kids,big,black,casual,green,short_sleeve,grey,long,blankets,4,8,no,2015-11-29 04:06:04,52-55,Sunday,Early Morning,NO
742,indian,male,moderate,32,no,no_kids,big,red,casual,grey,short_sleeve,white,short,clothes,5,7,no,2015-11-29 04:06:19,32-35,Sunday,Early Morning,NO
743,foreigner,male,fat,51,yes,young,big,white,casual,red,short_sleeve,grey,short,blankets,3,8,no,2015-11-29 04:06:19,48-51,Sunday,Early Morning,NO
744,indian,male,fat,46,yes,young,big,white,casual,blue,short_sleeve,black,long,blankets,5,7,no,2015-11-29 04:06:19,44-47,Sunday,Early Morning,NO
745,chinese,female,moderate,43,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,no,2015-11-29 04:06:19,40-43,Sunday,Early Morning,YES
746,chinese,female,moderate,40,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,3,7,yes,2015-11-29 04:06:19,40-43,Sunday,Early Morning,NO
747,foreigner,female,moderate,46,yes,young,big,blue,casual,black,short_sleeve,black,long,clothes,3,8,no,2015-11-29 04:06:19,44-47,Sunday,Early Morning,NO
748,chinese,female,moderate,44,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,no,2015-11-29 04:06:19,44-47,Sunday,Early Morning,YES
749,foreigner,female,moderate,53,yes,young,big,blue,casual,pink,long sleeve,black,long,clothes,3,10,no,2015-11-29 04:06:19,52-55,Sunday,Early Morning,NO
750,chinese,male,thin,29,yes,toddler,big,red,casual,white,short_sleeve,white,short,clothes,5,9,yes,2015-11-29 04:06:19,28-31,Sunday,Early Morning,NO
751,chinese,male,fat,46,no,no_kids,big,red,casual,blue,short_sleeve,green,short,blankets,3,9,yes,2015-11-29 04:06:19,44-47,Sunday,Early Morning,NO
752,chinese,male,fat,41,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,3,7,no,2015-11-29 04:06:19,40-43,Sunday,Early Morning,NO
753,foreigner,male,thin,34,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,5,7,no,2015-11-29 04:06:22,32-35,Sunday,Early Morning,YES
754,chinese,female,moderate,35,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,9,no,2015-11-29 04:06:22,32-35,Sunday,Early Morning,NO
755,chinese,female,moderate,55,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:06:22,52-55,Sunday,Early Morning,NO
756,foreigner,male,fat,44,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,3,7,no,2015-11-29 04:06:22,44-47,Sunday,Early Morning,YES
757,chinese,male,fat,46,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,8,yes,2015-11-29 04:06:22,44-47,Sunday,Early Morning,NO
758,chinese,female,moderate,52,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:06:22,52-55,Sunday,Early Morning,NO
759,chinese,female,moderate,35,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,10,no,2015-11-29 04:06:22,32-35,Sunday,Early Morning,NO
760,foreigner,male,fat,39,no,no_kids,big,white,formal,green,short_sleeve,black,short,clothes,3,10,no,2015-11-29 04:06:22,36-39,Sunday,Early Morning,NO
761,chinese,male,fat,38,no,no_kids,big,orange,formal,yellow,short_sleeve,black,short,clothes,5,9,no,2015-11-29 04:06:22,36-39,Sunday,Early Morning,YES
762,chinese,male,moderate,46,yes,toddler,big,red,formal,white,short_sleeve,white,short,clothes,5,9,yes,2015-11-29 04:07:46,44-47,Sunday,Early Morning,NO
763,chinese,male,fat,33,no,no_kids,big,red,casual,blue,short_sleeve,green,short,clothes,3,9,yes,2015-11-29 04:07:46,32-35,Sunday,Early Morning,NO
764,chinese,male,thin,48,no,no_kids,big,blue,casual,black,short_sleeve,white,long,clothes,3,7,no,2015-11-29 04:07:46,48-51,Sunday,Early Morning,NO
765,foreigner,male,thin,39,no,no_kids,small,brown,formal,grey,short_sleeve,brown,short,clothes,5,10,no,2015-11-29 04:07:46,36-39,Sunday,Early Morning,YES
766,chinese,female,thin,40,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:07:46,40-43,Sunday,Early Morning,NO
767,chinese,female,moderate,54,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:07:46,52-55,Sunday,Early Morning,NO
768,foreigner,male,thin,37,no,no_kids,big,white,formal,orange,short_sleeve,brown,short,blankets,5,7,no,2015-11-29 04:07:46,36-39,Sunday,Early Morning,YES
769,chinese,male,thin,40,no,no_kids,big,blue,formal,white,short_sleeve,black,short,blankets,3,9,yes,2015-11-29 04:07:46,40-43,Sunday,Early Morning,NO
770,chinese,female,thin,53,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:07:46,52-55,Sunday,Early Morning,NO
771,chinese,female,thin,41,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no,2015-11-29 04:07:46,40-43,Sunday,Early Morning,NO
772,foreigner,male,fat,42,no,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,10,no,2015-11-29 04:07:46,40-43,Sunday,Early Morning,NO
773,chinese,male,thin,36,no,no_kids,big,pink,formal,yellow,short_sleeve,black,short,blankets,5,8,no,2015-11-29 04:08:31,36-39,Sunday,Early Morning,YES
774,malay,female,moderate,30,yes,toddler,big,white,formal,orange,short_sleeve,red,short,blankets,6,9,no,2015-11-29 04:08:31,28-31,Sunday,Early Morning,YES
775,malay,female,thin,29,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,8,no,2015-11-29 04:08:31,28-31,Sunday,Early Morning,NO
776,malay,female,thin,44,yes,baby,big,white,formal,white,short_sleeve,red,long,blankets,6,7,no,2015-11-29 04:08:31,44-47,Sunday,Early Morning,NO
777,chinese,female,moderate,55,yes,toddler,big,pink,casual,white,short_sleeve,red,short,blankets,3,10,no,2015-11-29 04:08:31,52-55,Sunday,Early Morning,YES
778,malay,female,thin,40,yes,toddler,big,orange,casual,purple,short_sleeve,purple,short,blankets,4,10,no,2015-11-29 04:08:31,40-43,Sunday,Early Morning,YES
779,malay,female,thin,50,yes,baby,big,blue,formal,orange,short_sleeve,red,short,blankets,4,10,no,2015-11-29 04:08:31,48-51,Sunday,Early Morning,YES
780,malay,female,thin,42,yes,baby,big,black,formal,pink,short_sleeve,red,short,blankets,4,10,no,2015-11-29 04:08:31,40-43,Sunday,Early Morning,YES
781,indian,female,moderate,28,yes,baby,big,orange,formal,purple,short_sleeve,red,short,blankets,3,8,no,2015-11-29 04:08:31,28-31,Sunday,Early Morning,YES
782,malay,female,thin,30,yes,baby,big,black,formal,orange,short_sleeve,red,short,clothes,6,8,no,2015-11-29 04:11:41,28-31,Sunday,Early Morning,NO
783,malay,female,thin,45,yes,baby,big,red,formal,pink,short_sleeve,blue,short,blankets,5,7,no,2015-11-29 04:11:41,44-47,Sunday,Early Morning,YES
784,foreigner,female,thin,45,yes,baby,big,grey,formal,purple,short_sleeve,white,short,blankets,4,7,no,2015-11-29 04:11:41,44-47,Sunday,Early Morning,YES
785,malay,female,moderate,32,yes,toddler,big,black,casual,orange,short_sleeve,black,long,blankets,3,7,no,2015-11-29 04:11:41,32-35,Sunday,Early Morning,NO
786,malay,female,thin,33,yes,baby,big,black,formal,pink,short_sleeve,pink,long,blankets,6,7,yes,2015-11-29 04:11:41,32-35,Sunday,Early Morning,YES
787,malay,male,moderate,50,no,no_kids,big,orange,casual,green,short_sleeve,orange,short,clothes,4,9,no,2015-11-29 04:14:16,48-51,Sunday,Early Morning,YES
788,malay,male,fat,38,yes,toddler,big,blue,casual,orange,short_sleeve,blue,long,clothes,6,10,no,2015-11-29 08:16:36,36-39,Sunday,Morning,NO
789,chinese,male,thin,28,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,3,8,no,2015-11-29 08:56:00,28-31,Sunday,Morning,NO
790,malay,male,thin,46,no,no_kids,big,yellow,casual,grey,short_sleeve,blue,long,clothes,6,10,no,2015-11-29 09:46:09,44-47,Sunday,Morning,NO
791,malay,male,moderate,34,no,no_kids,big,black,casual,green,short_sleeve,black,long,blankets,6,7,no,2015-12-09 09:46:09,32-35,Wednesday,Morning,NO
792,malay,female,thin,33,no,no_kids,small,white,casual,white,long sleeve,brown,long,clothes,3,7,no,2015-12-09 15:13:16,32-35,Wednesday,Afternoon,NO
793,malay,male,thin,37,no,no_kids,small,pink,casual,blue,short_sleeve,blue,long,blankets,6,10,no,2015-12-09 15:21:37,36-39,Wednesday,Afternoon,YES
794,malay,female,thin,42,no,no_kids,small,pink,traditional,black,short_sleeve,black,long,clothes,5,8,no,2015-12-09 16:20:06,40-43,Wednesday,Afternoon,YES
795,chinese,female,thin,45,yes,baby,big,blue,casual,red,long sleeve,blue,long,clothes,4,7,yes,2015-12-09 16:50:56,44-47,Wednesday,Afternoon,NO
796,malay,male,thin,38,yes,baby,big,blue,casual,green,short_sleeve,black,short,clothes,6,8,no,2015-12-09 17:21:26,36-39,Wednesday,Afternoon,NO
797,malay,female,moderate,44,yes,young,big,black,casual,white,long sleeve,black,long,clothes,6,7,yes,2015-12-09 17:22:37,44-47,Wednesday,Afternoon,NO
798,malay,female,moderate,39,yes,no_kids,big,blue,traditional,green,long sleeve,blue,long,clothes,3,9,yes,2015-12-09 17:24:32,36-39,Wednesday,Afternoon,YES
799,malay,female,moderate,50,yes,young,big,purple,casual,white,short_sleeve,black,long,blankets,3,9,no,2015-12-09 17:37:56,48-51,Wednesday,Afternoon,NO
800,malay,male,moderate,36,yes,toddler,small,white,casual,white,short_sleeve,grey,long,clothes,4,7,no,2015-12-09 18:43:46,36-39,Wednesday,Evening,NO
801,indian,male,moderate,42,no,no_kids,big,grey,casual,white,short_sleeve,orange,short,blankets,4,8,no,2015-12-09 19:02:06,40-43,Wednesday,Evening,YES
802,malay,female,thin,40,no,no_kids,small,white,casual,grey,long sleeve,black,long,clothes,3,8,no,2015-12-09 20:05:46,40-43,Wednesday,Evening,NO
803,malay,female,moderate,45,no,no_kids,small,white,casual,red,long sleeve,black,long,clothes,3,10,no,2015-12-09 20:05:46,44-47,Wednesday,Evening,NO
804,malay,male,fat,34,no,no_kids,big,grey,casual,white,short_sleeve,black,long,blankets,3,7,no,2015-12-09 20:33:01,32-35,Wednesday,Evening,NO
805,malay,female,moderate,53,no,no_kids,big,purple,traditional,pink,long sleeve,pink,long,clothes,3,7,yes,2015-12-09 20:37:01,52-55,Wednesday,Evening,YES
806,indian,female,moderate,37,no,no_kids,big,green,traditional,brown,short_sleeve,black,long,clothes,6,10,no,2015-12-09 20:42:57,36-39,Wednesday,Evening,YES
807,malay,male,moderate,29,no,no_kids,big,blue,casual,white,short_sleeve,black,long,blankets,4,8,no,2015-12-09 20:43:20,28-31,Wednesday,Evening,NO
